2.064806187500000334e+00 1.003799999999999955e+02
2.090825464899999986e+00 1.004399999999999977e+02
2.117070865800000590e+00 1.007849999999999966e+02
2.141673102600000433e+00 1.009149999999999920e+02
2.167918503500000149e+00 1.010649999999999977e+02
2.192158942700000779e+00 1.011999999999999886e+02
2.217741048000000603e+00 1.014350000000000023e+02
2.243609576400000805e+00 1.015850000000000080e+02
2.269704228300000182e+00 1.017199999999999989e+02
2.293567795000000409e+00 1.019449999999999932e+02
2.319526772800000192e+00 1.021800000000000068e+02
2.345546050200000288e+00 1.023250000000000028e+02
2.370902032000000492e+00 1.024600000000000080e+02
2.396695185900000968e+00 1.026949999999999932e+02
2.421598920700000601e+00 1.028350000000000080e+02
2.447105651500000256e+00 1.030649999999999977e+02
2.472838505800000419e+00 1.031999999999999886e+02
2.498857783200000515e+00 1.034300000000000068e+02
2.523022847900000976e+00 1.035649999999999977e+02
2.548740627300000394e+00 1.036999999999999886e+02
2.575061402700000723e+00 1.039300000000000068e+02
2.600568133500000378e+00 1.040699999999999932e+02
2.626512036400000305e+00 1.042950000000000017e+02
2.650375603100000532e+00 1.044249999999999972e+02
2.676033082900000526e+00 1.046500000000000057e+02
2.701313690200000561e+00 1.047899999999999920e+02
2.716690088200000464e+00 1.050250000000000057e+02
2.719071922400000396e+00 1.051599999999999966e+02
2.742649066000000246e+00 1.052899999999999920e+02
2.768517594400000448e+00 1.055150000000000006e+02
2.794536871800000544e+00 1.056450000000000102e+02
2.819742104600000410e+00 1.058650000000000091e+02
2.844133292800000490e+00 1.060049999999999955e+02
2.870077195700000416e+00 1.062199999999999989e+02
2.895282428500000282e+00 1.063549999999999898e+02
2.921226331400000209e+00 1.064849999999999994e+02
2.946506938700000244e+00 1.067099999999999937e+02
2.971048875900000219e+00 1.068350000000000080e+02
2.996766655300000526e+00 1.070550000000000068e+02
3.022650258600000583e+00 1.071850000000000023e+02
3.048217289000000552e+00 1.074050000000000011e+02
3.072608477200000632e+00 1.075349999999999966e+02
3.098703129100000453e+00 1.076599999999999966e+02
3.124134485400000383e+00 1.078900000000000006e+02
3.149776890300000520e+00 1.080999999999999943e+02
3.175057497600000556e+00 1.082299999999999898e+02
3.199297936800000741e+00 1.083549999999999898e+02
3.224955416600000291e+00 1.085699999999999932e+02
3.250748570500000323e+00 1.087900000000000063e+02
3.276918596900000313e+00 1.089150000000000063e+02
3.300782163600000541e+00 1.090349999999999966e+02
3.326650692000000298e+00 1.092500000000000000e+02
3.351780550300000439e+00 1.094650000000000034e+02
3.377438030100000432e+00 1.095949999999999989e+02
3.403608056500000423e+00 1.097249999999999943e+02
3.427622372200000544e+00 1.100499999999999972e+02
3.453430601000000433e+00 1.100699999999999932e+02
3.479223754900000465e+00 1.102800000000000011e+02
3.504278238700000436e+00 1.104099999999999966e+02
3.529106599000000788e+00 1.106299999999999955e+02
3.554688704300000168e+00 1.107500000000000000e+02
3.580195435100000267e+00 1.108799999999999955e+02
3.606290087000000533e+00 1.110999999999999943e+02
3.631857117400000501e+00 1.112349999999999994e+02
3.655720684100000284e+00 1.114449999999999932e+02
3.681528912900000172e+00 1.115749999999999886e+02
3.707548190300000268e+00 1.117950000000000017e+02
3.732753423100000578e+00 1.119250000000000114e+02
3.757431034400000591e+00 1.120499999999999972e+02
3.783239263200000480e+00 1.122650000000000006e+02
3.808730919100000278e+00 1.124849999999999994e+02
3.834539147900000167e+00 1.126150000000000091e+02
3.859895129700000371e+00 1.127400000000000091e+02
3.883909445400000049e+00 1.129549999999999983e+02
3.909777973800000694e+00 1.130850000000000080e+02
3.936023374700000410e+00 1.132150000000000034e+02
3.960700986000000423e+00 1.134350000000000023e+02
3.986283091300000692e+00 1.136450000000000102e+02
4.010975777500000561e+00 1.137700000000000102e+02
4.036030261300000532e+00 1.139000000000000057e+02
4.061371168200000881e+00 1.141200000000000045e+02
4.087480895000000558e+00 1.142500000000000000e+02
